Case ID,cluster,Sequence
5590203,0-beforeDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5590203,0-beforeDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5590203,0-beforeDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5591776,0-beforeDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5591776,0-beforeDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5591776,0-beforeDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5592275,0-beforeDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5592275,0-beforeDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5592275,0-beforeDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5592774,0-beforeDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5592774,0-beforeDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5592774,0-beforeDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5593289,0-beforeDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5593289,0-beforeDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5593289,0-beforeDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5593904,0-beforeDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5593904,0-beforeDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5593904,0-beforeDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5600143,0-beforeDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5600143,0-beforeDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
